nid	tags	Level And Grammar Point	Link	Connected Grammar Points from jlptsensei (optional)	Notes	construction	examplesentences	title audio	construction audio	examplesentences audio	regexpattern
1782099664047	conceptverbs minlong3 N4 secondfilter	4:ひける&nbsp;((intransitive connotation) denotes a state of being pulled back, diminished, or released from active duty/FixedNounVerbPair)		[1:まくる (to do over and over again; to do relentlessly)|nid1775895481289]<br>Manual Link Connection (2026-06-14 13:41)<br>[4:かかる ((intransitive conotation) take/cost/involve/appear...., denotes&nbsp;what is required or what happens to something)|nid1781411865451]<br>[4:かける ((transitive conotation) hang/attach/apply/allocate/call/affect..., denotes&nbsp;what is do to something or someone)|nid1781411858759]<br>[4:つく/づく&nbsp;((intransitive conotation) physically・mentally・conceptually connect/attach)|nid1781409970959]<br>[4:つける/づける ((transitive conotation) physically・mentally・conceptually connect/attach)|nid1781408762056]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">ひける</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:(?:引|弾|退)け|ひけ)(?:る|られる|れて|て|ない|た|よう|れば|たら|ている|ます|れる|させる|させられる|ろ)
1782099935544	conceptverbs N4 secondfilter	4:やる&nbsp;(execute/transmit/bestow/perform/conduct..., denotes what is actively executed, pushed outward, or managed by an agent/FixedNounVerbPair)		[1:まくる (to do over and over again; to do relentlessly)|nid1775895481289]<br>Manual Link Connection (2026-06-14 13:41)<br>[4:かかる ((intransitive conotation) take/cost/involve/appear...., denotes&nbsp;what is required or what happens to something)|nid1781411865451]<br>[4:かける ((transitive conotation) hang/attach/apply/allocate/call/affect..., denotes&nbsp;what is do to something or someone)|nid1781411858759]<br>[4:つく/づく&nbsp;((intransitive conotation) physically・mentally・conceptually connect/attach)|nid1781409970959]<br>[4:つける/づける ((transitive conotation) physically・mentally・conceptually connect/attach)|nid1781408762056]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">やる</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:遣|演|殺|や)(?:る|られる|れる|って(?:いる)?|った(?:ら|り)?|らない|ろう|らせる|ります|れば|り)
1782100276547	conceptverbs falsepositiveprone N4 secondfilter	4:張る ((transitive/intransitive connotation) expand/stretch/tension/extend/cover/assert..., denotes what is done or happens to stretch outward, create tension, spread over a surface, or firmly assert a presence/state/FixedNounVerbPair)&nbsp;				"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">張る</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:張|は)(?:る|られる|れる|って(?:いる)?|った(?:ら|り)?|らない|ろう|ります|れば|らせる|り)
1782103290741	conceptnouns minlong3 N4 secondfilter	4:ところ (denotes a specific spatial coordinate, temporal point, conceptual dimension, or character aspect)&nbsp;				ところ					ところ
1782103428418	conceptnouns minlong3 N4 secondfilter	4:あたり (denotes proximity to a specific coordinate or temporal range, physical or conceptual contact, or matching alignment with a targeted rate)&nbsp;				あたり					あたり
1782106185538	conceptverbs N4 secondfilter	4:開く ((intransitive connotation)ひらく,あく combined: denotes what is done or happens to separate components, eliminate a barrier, or transition into an active or accessible state/FixedNounVerbPair)				"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">開く</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:開|ひら|空|あ)(?:く|かれる|ける|いて(?:いる)?|いた(?:ら|り)?|かない|こう|きます|けば|かせる|き)
1782106211944	conceptverbs minlong3 N4 secondfilter	4:開ける ((transitive connotation)ひらける,あける combined: denotes what is done to remove a physical or conceptual barrier, create an opening, or initiate an active state/FixedNounVerbPair				"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">開ける</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:(?:開|あ|ひら)け)(?:る|られる|れて|て|ない|た|よう|れば|たら|ている|ます|れる|させる|させられる|ろ)
1782106222846	conceptverbs N4 secondfilter	4:出す ((transitive connotation) denotes what an agent actively does to push, emit, submit, or manifest an entity outward from an internal or hidden state/FixedNounVerbPair)				"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">出す</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:出|だ)(?:す|される|せる|して(?:いる)?|した(?:ら|り)?|さない|そう|します|せば|させる|し)
1782106227764	conceptverbs N4 secondfilter	4:出る ((intransitive connotation) denotes what happens to a subject as it moves outward, emerges, departs, or becomes physically or conceptually manifest/FixedNounVerbPair)				"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">出る</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:出|で)(?:る|られる|れて|て|ない|た|よう|れば|たら|ている|ます|れる|させる|させられる|ろ)
1782106241142	conceptverbs N4 secondfilter	4:下す ((transitive connotation) (denotes the intentional action of directing something from a higher or dominant state to a lower or receptive one—whether physical level, authoritative decree, evaluative judgment, physiological elimination, or subjugation/FixedNounVerbPair)				"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">下す</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:下|降|くだ|おろ)(?:す|される|せる|して(?:いる)?|した(?:ら|り)?|さない|そう|します|せば|させる|し)
1782106248573	conceptverbs N4 secondfilter	4:下りる ((intransitive connotation) denotes what happens to a subject moving downward from a higher physical location, or official permission/funds being granted from above/FixedNounVerbPair)				"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">下りる</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:下|お|降)り(?:る|られる|れて|て|ない|た|よう|れば|たら|ている|ます|れる|させる|させられる|ろ)?
1782106256902	conceptverbs minlong3 N4 secondfilter	4:下げる ((transitive connotation) denotes what an agent actively does to reduce physical height/value, hang an object downward, or move something backward/FixedNounVerbPair)				"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">下げる</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:(?:下|さ)げ)(?:る|られる|れて|て|ない|た|よう|れば|たら|ている|ます|れる|させる|させられる|ろ)
1782106264694	conceptverbs minlong3 N4 secondfilter	4:下がる ((intransitive connotation) denotes what happens to a subject as it drops to a lower physical height, level, or rank, or steps backward/FixedNounVerbPair)				"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">下がる</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:(?:下|さ)が)(?:る|られる|れる|って(?:いる)?|った(?:ら|り)?|らない|ろう|ります|れば|らせる|り)
1782109135947	conceptverbs falsepositiveprone N4 secondfilter	4:持つ denotes what is done or happens to physically grasp, possess, bear a responsibility/cost, or maintain an abstract attribute or state/FixedNounVerbPair)				"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">持つ<br></td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:持|も)(?:つ|たれる|てる|って(?:いる)?|った(?:ら|り)?|たない|とう|ちします|てば|たら|たせる|ち)
1782118096759	conceptverbs N4 secondfilter	4:(閉・占・締・絞)める ((transitive connotation) To eliminate looseness, openness, or vacancy within a physical, temporal, mental, or conceptual space by tightening, closing, securing, or exclusively occupying it/FixedNounVerbPair)&nbsp;				"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">(閉・占・締・絞)める</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:閉|占|締|絞)め(?:る|ら|れ|て|な|た|よ|ま|さ|ろ)?
1782118302740	conceptverbs N4 secondfilter	4:閉まる ((intransitive connotation) denotes what happens to a subject as it becomes blocked, locked, or ceases its active operation/FixedNounVerbPair)				"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">閉まる</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:閉ま|しま)(?:る|られる|れる|って(?:いる)?|った(?:ら|り)?|らない|ろう|ります|れば|らせる|り)?
1782118396891	conceptverbs minlong3 N4 secondfilter	4:閉じる ((transitive/intransitive connotation) denotes what is done or happens to bring parts together, fold a spread surface, or terminate an active process or display/FixedNounVerbPair)&nbsp;				"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">閉じる</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:(?:閉|と)じ)(?:る|られる|れて|て|ない|た|よう|れば|たら|ている|ます|れる|させる|させられる|ろ)
1782136857308	conceptnouns N4 secondfilter	4:もの (denotes an objectifiable entity, quality, state, or phenomenon—whether physical, conceptual, or experiential—serving to ground abstract reality into a distinct, reified focus)				もの					もの
1782137079844	conceptnouns N4 secondfilter	4:こと (denotes an occurrence, dynamic action, or relational circumstance—whether an event, a grammatical abstraction, or a psychological concern—framing reality as an intangible proposition or experience)				こと					こと
1782151169918	conceptverbs N4 secondfilter	4:受ける denotes receiving, absorbing, or responding to external objects, actions, influences, or audience reactions/FixedNounVerbPair)&nbsp;		[1:まくる (to do over and over again; to do relentlessly)|nid1775895481289]<br>Manual Link Connection (2026-06-14 13:41)<br>[4:かかる ((intransitive conotation) take/cost/involve/appear...., denotes&nbsp;what is required or what happens to something)|nid1781411865451]<br>[4:かける ((transitive conotation) hang/attach/apply/allocate/call/affect..., denotes&nbsp;what is do to something or someone)|nid1781411858759]<br>[4:つく/づく&nbsp;((intransitive conotation) physically・mentally・conceptually connect/attach)|nid1781409970959]<br>[4:つける/づける ((transitive conotation) physically・mentally・conceptually connect/attach)|nid1781408762056]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">受ける</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:受け|うけ)(?:る|られる|れる|れて|て|ない|た|よう|れば|たら|ている|ます|させる|させられる|ろ)?
1782152369074	conceptverbs N4 secondfilter	4:落ちる ((intransitive connotation) denotes what happens to a subject as it falls, drops, decreases in quality/level, loses power/crashes, or fails/FixedNounVerbPair)		[1:まくる (to do over and over again; to do relentlessly)|nid1775895481289]<br>Manual Link Connection (2026-06-14 13:41)<br>[4:かかる ((intransitive conotation) take/cost/involve/appear...., denotes&nbsp;what is required or what happens to something)|nid1781411865451]<br>[4:かける ((transitive conotation) hang/attach/apply/allocate/call/affect..., denotes&nbsp;what is do to something or someone)|nid1781411858759]<br>[4:つく/づく&nbsp;((intransitive conotation) physically・mentally・conceptually connect/attach)|nid1781409970959]<br>[4:つける/づける ((transitive conotation) physically・mentally・conceptually connect/attach)|nid1781408762056]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">落ちる</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:落ち|おち)(?:る|られる|れて|て|ない|た|よう|れば|たら|ている|ます|れる|させる|させられる|ろ)?
1782152571095	conceptverbs N4 secondfilter	4:落とす ((transitive connotation) denotes what is done to physically drop, lower, remove, turn off, or cause an object/person to fail or yield/FixedNounVerbPair)		[1:まくる (to do over and over again; to do relentlessly)|nid1775895481289]<br>Manual Link Connection (2026-06-14 13:41)<br>[4:かかる ((intransitive conotation) take/cost/involve/appear...., denotes&nbsp;what is required or what happens to something)|nid1781411865451]<br>[4:かける ((transitive conotation) hang/attach/apply/allocate/call/affect..., denotes&nbsp;what is do to something or someone)|nid1781411858759]<br>[4:つく/づく&nbsp;((intransitive conotation) physically・mentally・conceptually connect/attach)|nid1781409970959]<br>[4:つける/づける ((transitive conotation) physically・mentally・conceptually connect/attach)|nid1781408762056]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">落とす<br></td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:落と|おと)(?:す|される|せる|して(?:いる)?|した(?:ら|り)?|さない|そう|します|せば|させる|し)?
